idx,province,zone,title,name,surname,no.,party,manual edited
5231,สุราษฎร์ธานี,6,นาย,โยธี,พรหมรักษ์,16,ประชาภิวัฒน์,
5232,สุราษฎร์ธานี,6,นาย,นิรุจน์,รัตนพันธ์,17,ประชาธิปไตยใหม่,
5233,สุรินทร์,1,นาย,วาทะการ,เกษอินทร์,1,อนาคตใหม่,
5234,สุรินทร์,1,นาย,สุพร,วัฒนาเอี่ยวสกุล,2,เศรษฐกิจใหม่,
5235,สุรินทร์,1,นางสาว,เหมวดี,บุญเที่ยง,3,พลังท้องถิ่นไท,
5236,สุรินทร์,1,นาย,ปกรณ์,มุ่งเจริญพร,4,ภูมิใจไทย,
5237,สุรินทร์,1,นางสาว,ปกิตตา,รักษ์คิด,5,ประชาภิวัฒน์,
5238,สุรินทร์,1,นาง,รุ่งนภา,บุญยัง,6,ประชาชาติ,
5239,สุรินทร์,1,นาย,พันธ์เทพ,ฐานุพงศ์ชรัช,7,เพื่อไทย,
5240,สุรินทร์,1,นาย,อนันต์,ปาลีคุปต์,8,พลังประชารัฐ,
5241,สุรินทร์,1,นาย,เพียร,เป็นพร้อม,9,ประชาชนปฏิรูป,
5242,สุรินทร์,1,นาย,คำสิงห์,ชอบมี,10,ประชาธิปัตย์,
5243,สุรินทร์,1,นาย,วัชรนนท์,มั่นใจ,11,ชาติไทยพัฒนา,
5244,สุรินทร์,1,นางสาว,วริศชญาณ์,สัตยาภูริพัฒน์,12,เพื่อนไทย,
5245,สุรินทร์,1,นาย,ประชา,ปิยไพร,13,ประชานิยม,
5246,สุรินทร์,1,นาย,เสรษฐิพณ,แท่นดี,14,เสรีรวมไทย,
5247,สุรินทร์,1,นาย,สมเกียรติ,จุฑาจันทร์,15,เพื่อแผ่นดิน,
5248,สุรินทร์,1,นางสาว,ยิ่งรัก,ไชยศรีษะ,16,เพื่อชาติ,
5249,สุรินทร์,2,นาย,นิรันดร์,ลวดเงิน,1,อนาคตใหม่,
5250,สุรินทร์,2,นาย,ประมูล,มะลิซ้อน,2,รักษ์ผืนป่าประเทศไทย,
5251,สุรินทร์,2,นาง,กิมใจ,บูรณ์เจริญ,3,ประชาภิวัฒน์,
5252,สุรินทร์,2,นางสาว,ชญาภา,สวัสดิ์,4,เพื่อแผ่นดิน,
5253,สุรินทร์,2,นาย,สมัย,ยอดพรหม,5,เสรีรวมไทย,
5254,สุรินทร์,2,นาย,กิตติศักดิ์,รุ่งธนเกียรติ,6,ภูมิใจไทย,
5255,สุรินทร์,2,นางสาว,ระเบียบ,อยู่เย็น,7,ประชาชาติ,
5256,สุรินทร์,2,นาย,วรวรรธน์,ศิริศุภรัตน์,8,ประชานิยม,
5257,สุรินทร์,2,นาย,สมชาย,เกียรติคุณรัตน์,9,เพื่อชาติ,
5258,สุรินทร์,2,นาย,ณัฏฐพล,จรัสรพีพงษ์,10,พลังประชารัฐ,
5259,สุรินทร์,2,นาย,ชูชัย,มุ่งเจริญพร,11,เพื่อไทย,
5260,สุรินทร์,2,นาย,ชัยวิทย์,โกรธกล้า,13,เศรษฐกิจใหม่,
5261,สุรินทร์,2,พันโท,นิรันดร์,จันทน์แดง,14,พลังท้องถิ่นไท,
5262,สุรินทร์,2,นาย,มนตรี,บุพศิริ,15,ชาติไทยพัฒนา,
5263,สุรินทร์,3,นาย,รื่น,เงางาม,1,เพื่อนไทย,
5264,สุรินทร์,3,นาย,สมานมิตร,จิตหนักแน่น,2,ประชานิยม,
5265,สุรินทร์,3,นาง,สมร,พรหมภักดี,3,เพื่อแผ่นดิน,
5266,สุรินทร์,3,นาย,เจ้าจอม,เตียวเจริญโสภา,4,ชาติไทยพัฒนา,
5267,สุรินทร์,3,นาย,ประทวน,แพงเจริญ,5,ประชาชาติ,
5268,สุรินทร์,3,นาย,ณัฐวุฒิ,โต๊ะสิงห์,6,ชาติพัฒนา,
5269,สุรินทร์,3,นางสาว,ผกามาศ,เจริญพันธ์,7,พลังประชารัฐ,
5270,สุรินทร์,3,นาย,สมศักดิ์,เหล่าธีรกาญจนา,8,พลังท้องถิ่นไท,
5271,สุรินทร์,3,นาย,บุญถึง,แพงแก้ว,9,เศรษฐกิจใหม่,
5272,สุรินทร์,3,นาย,องอาจ,โสรถาวร,10,ประชาธิปัตย์,
5273,สุรินทร์,3,นาย,เหน่ง,ไพเราะ,11,ประชาชนปฏิรูป,
5274,สุรินทร์,3,นาย,คุณากร,ปรีชาชนะชัย,12,เพื่อไทย,
5275,สุรินทร์,3,นาย,ศิริศักดิ์,ร่วมพัฒนา,13,ภูมิใจไทย,
5276,สุรินทร์,3,นาย,ปัญญา,อุนัยบัน,14,เสรีรวมไทย,
5277,สุรินทร์,3,นาย,พงศกร,พันไหล,15,เพื่อชาติ,
5278,สุรินทร์,3,นาย,วิโรจน์,พวงประโคน,16,ประชาภิวัฒน์,
5279,สุรินทร์,3,นาย,วิไล,ดวงศรี,17,อนาคตใหม่,
5280,สุรินทร์,3,นาย,ณรงค์,ชีวาจร,18,รักษ์ผืนป่าประเทศไทย,
5281,สุรินทร์,4,นาย,สมศักดิ์,สนใจ,1,ประชานิยม,
5282,สุรินทร์,4,นาย,สมพร,หนูศรี,2,ประชาชนปฏิรูป,
5283,สุรินทร์,4,นาย,สมาน,ลุนนู,3,ประชาภิวัฒน์,
5284,สุรินทร์,4,นาย,ยรรยง,ผิวอ่อน,4,ประชาธิปัตย์,
5285,สุรินทร์,4,นาย,สาธิต,เทพวงศ์ศิริรัตน์,5,ภูมิใจไทย,
5286,สุรินทร์,4,นาย,ยืนยง,เงินถม,6,เสรีรวมไทย,
5287,สุรินทร์,4,นาย,ยุทธพงษ์,สีสด,7,รักษ์ผืนป่าประเทศไทย,
5288,สุรินทร์,4,นาย,สุทธิพงศ์,ภิรมย์ตระกูล,8,พลังท้องถิ่นไท,
5289,สุรินทร์,4,นาย,คมกฤษณ์,สรัลวรธนา,9,ประชาชาติ,
5290,สุรินทร์,4,นาย,ตี๋ใหญ่,พูนศรีธนากูล,10,เพื่อไทย,
5291,สุรินทร์,4,นาย,อนุกูล,ทรายเพชร,11,อนาคตใหม่,
5292,สุรินทร์,4,นาย,สาธิต,วัชรบรรจง,12,เพื่อแผ่นดิน,
5293,สุรินทร์,4,นาย,โกวิฐ,วัฒนกุล,13,เพื่อชาติ,
5294,สุรินทร์,4,นาย,ปุณยวัฒน์,สนใจ,14,พลังประชารัฐ,
5295,สุรินทร์,4,นาย,ธนาชัย,ธนาหิรัญบุตร,15,เศรษฐกิจใหม่,
5296,สุรินทร์,4,นาย,สุริยะ,บัวบาน,16,ชาติไทยพัฒนา,
5297,สุรินทร์,4,นาย,ธงชัย,สะอาดยิ่ง,17,เพื่อนไทย,
5298,สุรินทร์,5,นางสาว,สุวรรณา,สุขแนบ,1,ประชานิยม,
5299,สุรินทร์,5,นาย,ธรรมกาญจน์,สังวาลย์,2,ชาติพัฒนา,
5300,สุรินทร์,5,นางสาว,เยาวนาถ,เหล่าธีรกาญจนา,3,พลังท้องถิ่นไท,
5301,สุรินทร์,5,นางสาว,ชนัญญา,คำพันธ์ชนะ,4,ประชาภิวัฒน์,
5302,สุรินทร์,5,นาย,ธนศักดิ์,คำดี,5,ประชาชาติ,
5303,สุรินทร์,5,นาย,สุวิทย์,เกษอินทร์,6,พลังประชารัฐ,
5304,สุรินทร์,5,นาย,ครูมานิตย์,สังข์พุ่ม,7,เพื่อไทย,
5305,สุรินทร์,5,นาย,สุวรรณ์,หาญเสมอดารากุล,8,อนาคตใหม่,
5306,สุรินทร์,5,นาย,ภูมิสิน,การะเวก,9,ประชาธิปัตย์,
5307,สุรินทร์,5,นาย,สมศักดิ์,ประธาน,10,ภูมิใจไทย,
5308,สุรินทร์,5,นาย,สำราญ,รัตนาวิวัฒน์,11,เพื่อแผ่นดิน,
5309,สุรินทร์,5,นาย,วีรพงศ์,จึงธนสมบูรณ์,12,เพื่อนไทย,
5310,สุรินทร์,5,ร.ต.อ.,ทวีรัชต์,สมานทอง,13,เสรีรวมไทย,
5311,สุรินทร์,5,นาย,คม,สมทอง,14,รักษ์ผืนป่าประเทศไทย,
5312,สุรินทร์,5,นาย,ประยงค์,สร้อยศรีหา,15,เศรษฐกิจใหม่,
5313,สุรินทร์,6,นาย,ประหยัด,พานิกุล,1,ชาติไทยพัฒนา,
5314,สุรินทร์,6,นาย,ธีระทัศน์,เตียวเจริญโสภา,2,พลังประชารัฐ,
5315,สุรินทร์,6,นาย,ล้ำเลิศ,พัวพัฒนโชติ,3,ภูมิใจไทย,
5316,สุรินทร์,6,นาย,ทวีศักดิ์,ล้นเหลือ,4,ประชาภิวัฒน์,
5317,สุรินทร์,6,นาย,สมบัติ,ศรีสุรินทร์,5,เพื่อไทย,
5318,สุรินทร์,6,นาย,สุภาพ,เพราะทอง,6,รักษ์ผืนป่าประเทศไทย,
5319,สุรินทร์,6,นาย,ไพบูลย์,ศิริมา,7,ประชาธิปัตย์,
5320,สุรินทร์,6,นาย,ฉัตรชัย,สงวนดี,8,พลังท้องถิ่นไท,
5321,สุรินทร์,6,นาย,ธีระศักดิ์,กันนิดา,9,อนาคตใหม่,
5322,สุรินทร์,6,นาย,พิภพ,จันทเขต,10,เสรีรวมไทย,
5323,สุรินทร์,6,นาย,สุกฤษ,สร้อยศรีหา,11,เศรษฐกิจใหม่,
5324,สุรินทร์,6,นาย,บุญฤกษ์,สมัครสมาน,12,ประชาชนปฏิรูป,
5325,สุรินทร์,6,นาย,พัศริน,สวยรูป,13,เพื่อนไทย,
5326,สุรินทร์,6,นาง,ดวงใจ,ตาเลิศ,14,ประชาชาติ,
5327,สุรินทร์,6,นาย,ครองศักดิ์,ยศวิจิตรไพศาล,15,ประชานิยม,
5328,สุรินทร์,6,นาย,ทรงพิรัตน์,ทรงวาจา,16,เพื่อแผ่นดิน,
5329,สุรินทร์,7,นาย,ทวีศักดิ์,ยงยิ่งยืน,1,ประชาธิปัตย์,
5330,สุรินทร์,7,นาย,อัมรินทร์,เอ็นยอด,2,พลังท้องถิ่นไท,
5331,สุรินทร์,7,นาย,เตชธร,โพธิ์แก้ว,3,ประชาภิวัฒน์,
5332,สุรินทร์,7,นางสาว,กชกร,เกษมพุฒ,4,เพื่อนไทย,
5333,สุรินทร์,7,นาย,ปิยพันธุ์,ทรรศนวงศ์คำ,5,ชาติไทยพัฒนา,
5334,สุรินทร์,7,นาย,ชูศักดิ์,แอกทอง,6,เพื่อไทย,
5335,สุรินทร์,7,นาย,คง,มีชัย,7,เสรีรวมไทย,
5336,สุรินทร์,7,นาย,จันทร์ทอง,ทนงตน,8,เพื่อชาติ,
5337,สุรินทร์,7,นาย,พิเชษฐ์,สุทธิศิริวัฒนะ,9,พลังประชารัฐ,
5338,สุรินทร์,7,นาย,พรชัย,มุ่งเจริญพร,10,ภูมิใจไทย,
5339,สุรินทร์,7,นาย,ภาณุโรจน์,กมลรัมย์บวร,11,อนาคตใหม่,
5340,สุรินทร์,7,นาย,สมเป็นญาติ,ตอนขันทอง,12,พลังแรงงานไทย,
5341,สุรินทร์,7,นาย,บัญชา,เนตรดี,14,รักษ์ผืนป่าประเทศไทย,
5342,สุรินทร์,7,นาย,อดิศักดิ์,ตรองจิตต์,15,เศรษฐกิจใหม่,
5343,สุรินทร์,7,นาย,ชนะพล,แยบดี,16,เพื่อแผ่นดิน,
5344,หนองคาย,1,นาย,ชาญชัย,ชมเชย,1,ประชาชนปฏิรูป,
5345,หนองคาย,1,นาย,ฐิติกร,กาละดี,3,เสรีรวมไทย,
5346,หนองคาย,1,นาย,สมคิด,ขันทอง,4,สยามพัฒนา,
5347,หนองคาย,1,นางสาว,อภิรัญญา,โคตรชมภู,5,พลังท้องถิ่นไท,
5348,หนองคาย,1,นาย,อภิชาณ,ศิลาคม,6,ประชานิยม,
5349,หนองคาย,1,นาย,ทองพูน,สมสา,7,พลังธรรมใหม่,
5350,หนองคาย,1,นาย,เมฆา,พัดสิงห์,8,รักษ์ผืนป่าประเทศไทย,
5351,หนองคาย,1,นาย,สุจิตต์,เถาว์พันธ์,9,เพื่อไทยพัฒนา,
5352,หนองคาย,1,นาย,นพดล,กัณฑะวงษ์,10,ประชาชาติ,
5353,หนองคาย,1,นาย,สมชัย,จันทร์ทรง,11,ประชาภิวัฒน์,
5354,หนองคาย,1,นาย,กฤตนัน,ทองอยู่,12,เพื่อชาติ,
5355,หนองคาย,1,นาย,ณัฐพงศ์,ชนะพันธ์,13,อนาคตใหม่,
5356,หนองคาย,1,นาย,สมเกียรติ,บุทเสน,14,เพื่อนไทย,
5357,หนองคาย,1,นางสาว,ชมพูนุท,นาครทรรพ,15,ประชาธิปัตย์,
5358,หนองคาย,1,นาย,กฤษฎา,ตันเทอดทิตย์,16,เพื่อไทย,
5359,หนองคาย,1,นาย,กระแสร์,ตระกูลพรพงศ์,17,พลังประชารัฐ,
5360,หนองคาย,1,นาย,พลวัฒน์,บุญแท้,18,รวมพลังประชาชาติไทย,
5361,หนองคาย,1,นาย,สมคิด,บาลไธสง,19,ชาติไทยพัฒนา,
5362,หนองคาย,1,นาย,ณรงค์,ปัดถา,20,เพื่อแผ่นดิน,
5363,หนองคาย,2,นาย,ธงชัย,กึ่งมาตย์,1,ประชาธิปัตย์,
5364,หนองคาย,2,นาย,สนิท,ศิลาคม,2,เพื่อชาติ,
5365,หนองคาย,2,นาย,สมคิด,โพธิ์จุมพล,3,พลังธรรมใหม่,
5366,หนองคาย,2,จ.ส.ต.,อนุศักดิ์,ศรีสุนทร,4,ประชาชนปฏิรูป,
5367,หนองคาย,2,นาย,สมชาย,บุญชัย,5,รักษ์ผืนป่าประเทศไทย,
5368,หนองคาย,2,นาย,สุพจน์,มุงคุณโคตร,6,พลังปวงชนไทย,
5369,หนองคาย,2,นาย,พิทยา,บริจาค,7,พลังประชารัฐ,
5370,หนองคาย,2,นาย,ศิริชัย,ส่งสมบูรณ์,8,รวมพลังประชาชาติไทย,
5371,หนองคาย,2,นาย,สนั่น,สุขรมย์,9,ภูมิใจไทย,
5372,หนองคาย,2,นาย,แสวง,ราชพลแสน,10,อนาคตใหม่,
5373,หนองคาย,2,นาย,สมคิด,ศรีภา,11,ประชาชาติ,
5374,หนองคาย,2,นาย,สรร,สุนทรธนากุล,12,เสรีรวมไทย,
5375,หนองคาย,2,นางสาว,อาภัสรา,ศุภษร,13,ประชาภิวัฒน์,
5376,หนองคาย,2,นาย,วรวุฒิ,อุปฮาด,14,พลังท้องถิ่นไท,
5377,หนองคาย,2,นางสาว,ชุติกาญจน์,ผ่องแผ้ว,15,เพื่อนไทย,
5378,หนองคาย,2,นางสาว,ชนก,จันทาทอง,16,เพื่อไทย,
5379,หนองคาย,2,ร้อยตำรวจโท,สมเกียรติ,เจริญวัย,17,ประชานิยม,
5380,หนองคาย,2,นาย,ธีรวัฒน์,ศรีสวัสดิ์,18,สยามพัฒนา,
5381,หนองคาย,2,นาง,ทองมา,บาลไธสง,19,ชาติไทยพัฒนา,
5382,หนองคาย,2,นาย,มนตรี,พุทธศรี,20,เพื่อแผ่นดิน,
5383,หนองคาย,3,นาย,นพพล,ชัยชนะ,1,เพื่อชาติ,
5384,หนองคาย,3,นางสาว,กัญจรา,บุญประเสริฐ,2,ประชานิยม,
5385,หนองคาย,3,นาย,ประพาส,นครภักดี,3,ภูมิใจไทย,
5386,หนองคาย,3,นางสาว,รุ่งอรุณ,สุนทร,4,ประชาชาติ,
5387,หนองคาย,3,นาย,ดนุชา,วงศ์มาตร์,5,รักษ์ผืนป่าประเทศไทย,
5388,หนองคาย,3,นาย,เขียวออมสิน,สอนคำแก้ว,6,ชาติไทยพัฒนา,
5389,หนองคาย,3,นาย,ปัญญภพ,พรมไชยะ,7,พลังธรรมใหม่,
5390,หนองคาย,3,นาย,พิพัฒพงษ์,คันธี,8,ประชาชนปฏิรูป,
5391,หนองคาย,3,นาย,สมพงษ์,พรหมกลาง,9,เพื่อไทยพัฒนา,
5392,หนองคาย,3,นาย,สถิตย์,สีสวาท,10,สยามพัฒนา,
5393,หนองคาย,3,ร.ต.ต.,สุนทร,กรมธรรมมา,11,พลังประชารัฐ,
5394,หนองคาย,3,นาย,ไกรศร,ปุริวัฒน์,12,เพื่อนไทย,
5395,หนองคาย,3,นาย,สุรชัย,ทิพยมาตร์,13,ประชาธิปัตย์,
5396,หนองคาย,3,นาย,สนอง,กัลยาวงค์,14,พลังท้องถิ่นไท,
5397,หนองคาย,3,นางสาว,ตุ้มทรัพย์,พรหมหลง,15,อนาคตใหม่,
5398,หนองคาย,3,นาย,เอกธนัช,อินทร์รอด,16,เพื่อไทย,
5399,หนองคาย,3,นาย,วิศิษฐ์,ชาญสุข,17,ประชาภิวัฒน์,
5400,หนองคาย,3,นาย,ประทวน,คชวงศ์,18,เสรีรวมไทย,
5401,หนองคาย,3,นาย,ทองสัว,หันตุลา,19,เพื่อแผ่นดิน,
5402,หนองคาย,3,นาย,สมบัติ,ทองณรงค์,20,ภาคีเครือข่ายไทย,
5403,หนองบัวลำภู,1,นาง,ไพเราะจิต,เจริญยิ่ง,1,ประชาธิปัตย์,
5404,หนองบัวลำภู,1,พันตำรวจเอก,ไชยยุทธ,วงค์โคกสูง,2,ประชาชนปฏิรูป,
5405,หนองบัวลำภู,1,นาย,สังวาลย์,ชัยแสง,3,เพื่อไทยพัฒนา,
5406,หนองบัวลำภู,1,นาง,ศรัณยา,สุวรรณพรหม,4,พลังประชารัฐ,
5407,หนองบัวลำภู,1,นาย,สยาม,หัตถสงเคราะห์,5,เพื่อไทย,
5408,หนองบัวลำภู,1,นาย,นคร,สุขราช,6,ชาติไทยพัฒนา,
5409,หนองบัวลำภู,1,นาง,อรยา,อุณาสิงห์,7,ประชาภิวัฒน์,
5410,หนองบัวลำภู,1,นาย,ยิ่งยศ,ปอวิจิตกุล,9,อนาคตใหม่,
5411,หนองบัวลำภู,1,นาย,บุญช่วย,ปู่หลุ่น,10,เพื่อคนไทย,
5412,หนองบัวลำภู,1,นางสาว,ขวัญหทัย,ชุมแวงวาปี,11,เสรีรวมไทย,
5413,หนองบัวลำภู,1,นาย,คำพอง,เค้างิ้ว,12,รวมพลังประชาชาติไทย,
5414,หนองบัวลำภู,1,นาย,สมภาร,สอนโคตร,13,รักษ์ผืนป่าประเทศไทย,
5415,หนองบัวลำภู,1,นาย,โชคอนันต์,พหล,14,ชาติพัฒนา,
5416,หนองบัวลำภู,1,นาย,สมพาน,ศรีหอม,15,ภูมิใจไทย,
5417,หนองบัวลำภู,1,นาย,ไพสิษฐ์,สุภา,16,สังคมประชาธิปไตยไทย,
5418,หนองบัวลำภู,1,นาย,ภานุพัฒน์,สนิทวงศ์ชัย,17,ประชานิยม,
5419,หนองบัวลำภู,1,นาย,สมัย,เกาะสา,18,เพื่อแผ่นดิน,
5420,หนองบัวลำภู,1,นาย,ไหว,มีสุข,19,ประชาธิปไตยใหม่,
5421,หนองบัวลำภู,1,นาง,นิธิมา,โพธิผล,20,พลังแรงงานไทย,
5422,หนองบัวลำภู,2,นาย,ธีระธนา,ด่านพงษ์,1,เพื่อชาติ,
5423,หนองบัวลำภู,2,นาย,ทรงเดช,มหาเสนา,2,อนาคตใหม่,
5424,หนองบัวลำภู,2,นาย,สุวรรณ,สวัสดิ์ชิตัง,3,พลังประชารัฐ,
5425,หนองบัวลำภู,2,นาย,ยืนยงค์,ศิริทน,4,ชาติไทยพัฒนา,
5426,หนองบัวลำภู,2,นาย,จำนงค์,ถาบุตร,5,ชาติพัฒนา,
5427,หนองบัวลำภู,2,นาย,เสรี,บุญประคม,6,เพื่อแผ่นดิน,
5428,หนองบัวลำภู,2,นาย,ศุภมงคล,หาญเชิงชัย,7,รวมพลังประชาชาติไทย,
5429,หนองบัวลำภู,2,นาย,สนั่น,คำชมภู,8,รักษ์ผืนป่าประเทศไทย,
5430,หนองบัวลำภู,2,นาย,ไชยา,พรหมา,9,เพื่อไทย,
5431,หนองบัวลำภู,2,นาย,ยุทธศาสตร์,สิงห์แก้ว,10,เพื่อคนไทย,
5432,หนองบัวลำภู,2,นาย,เลิศ,เทือกแสง,11,ประชาภิวัฒน์,
5433,หนองบัวลำภู,2,นาย,ประพันธ์,มาลาศรี,12,พลังท้องถิ่นไท,
5434,หนองบัวลำภู,2,นาย,วุฒิพงษ์,ศิริสถิตย์,13,ภูมิใจไทย,
5435,หนองบัวลำภู,2,นาย,พงศ์พันธุ์,สายคำภา,14,เสรีรวมไทย,
5436,หนองบัวลำภู,2,นาย,ผดุง,ภูนายา,15,สังคมประชาธิปไตยไทย,
5437,หนองบัวลำภู,2,นาย,เดชา,บุติกา,16,เพื่อไทยพัฒนา,
5438,หนองบัวลำภู,2,นาย,ปิยะณัฐ,อาสน์ปาสา,17,ประชาชนปฏิรูป,
5439,หนองบัวลำภู,2,สิบตำรวจตรี,ภานุพงษ์,สนิทวงศ์ชัย,18,ประชานิยม,
5440,หนองบัวลำภู,2,นางสาว,สุภาพรรณ,ไทยรักชาติ,19,ประชาธิปไตยใหม่,
5441,หนองบัวลำภู,2,นาย,อนันต์,ลือนาม,20,ประชาธิปัตย์,
5442,หนองบัวลำภู,2,นาย,สมใจ,บูรณเวช,21,พลังไทยรักไทย,
5443,หนองบัวลำภู,2,นาย,สะหวั่น,แสนเหลา,22,พลังแรงงานไทย,
5444,หนองบัวลำภู,3,นาย,ประพาส,นวนสำลี,1,พลังประชารัฐ,
5445,หนองบัวลำภู,3,ร.ต.ท.,คณิตศิลป์,พลบูรณ์,2,ประชานิยม,
5446,หนองบัวลำภู,3,นางสาว,ประภาลักษณ์,สิทธิ,3,อนาคตใหม่,
5447,หนองบัวลำภู,3,นาย,ณัฐวุฒิ,กองจันทร์ดี,4,เพื่อไทย,
5448,หนองบัวลำภู,3,นาย,เกชา,เขียวโพธิ์,5,พลังท้องถิ่นไท,
5449,หนองบัวลำภู,3,นางสาว,ธีรารัตน์,วรพันธ์,6,เสรีรวมไทย,
5450,หนองบัวลำภู,3,นาย,คำพอง,โคตรทา,7,สังคมประชาธิปไตยไทย,
5451,หนองบัวลำภู,3,พ.ต.ท.,ไพบูลย์,กองสอน,8,ประชาภิวัฒน์,
5452,หนองบัวลำภู,3,นางสาว,เฮียง,หันตุลา,9,เพื่อแผ่นดิน,
5453,หนองบัวลำภู,3,นาย,ภิรมย์,หลงนุชาติ,10,ชาติไทยพัฒนา,
5454,หนองบัวลำภู,3,นาย,ประสิทธิ์,ภานุวงศ์,11,ภูมิใจไทย,
5455,หนองบัวลำภู,3,นาย,อนันต์,รัตนพลที,12,รักษ์ผืนป่าประเทศไทย,
5456,หนองบัวลำภู,3,นาย,ประยูร,โนรี,13,รวมพลังประชาชาติไทย,
5457,หนองบัวลำภู,3,นาย,สมภาร,สุขอ้วน,14,เพื่อชาติ,
5458,หนองบัวลำภู,3,นาย,สงวน,เพียเทพ,15,เพื่อคนไทย,
5459,หนองบัวลำภู,3,นาง,วราภรณ์,กองผาพา,16,ประชาธิปัตย์,
5460,หนองบัวลำภู,3,นาย,สุวิชย์,คำแหล้,17,พลังปวงชนไทย,
5461,หนองบัวลำภู,3,นาย,สวรรค์,เกตุนาค,18,ประชาธิปไตยใหม่,
5462,อ่างทอง,1,นาย,อรชุน,ประสิทธิ์สมบัติ,1,ประชาธิปัตย์,
5463,อ่างทอง,1,นาย,โชคชัย,ทองศักดิ์,2,พลังประชารัฐ,
5464,อ่างทอง,1,นาย,บุญสม,มากสินธุ์,3,ประชานิยม,
5465,อ่างทอง,1,นาย,นิรันดร์,รักดี,4,พลังชาติไทย,
5466,อ่างทอง,1,พล.ต.ต.,ประจวบ,เปาอินทร์,5,เพื่อไทย,
5467,อ่างทอง,1,นาง,อภิพร,ศรีพยัคฆ์,6,รวมพลังประชาชาติไทย,
5468,อ่างทอง,1,นาย,พณศธร,อยู่ประเสริฐ,7,เสรีรวมไทย,
5469,อ่างทอง,1,นาย,ภราดร,ปริศนานันทกุล,8,ภูมิใจไทย,
5470,อ่างทอง,1,นาง,พชิชา,เสือหัน,9,อนาคตใหม่,
5471,อ่างทอง,1,นาย,รัฐนันท์,มาตยภูธร,10,เพื่อนไทย,
5472,อ่างทอง,1,นาย,เอนกพงษ์,อ่วมรอต,11,พลังท้องถิ่นไท,
5473,อ่างทอง,1,นาง,อาภิชา,อัฐมาภรณ์,12,เพื่อชาติ,
5474,อ่างทอง,1,นาย,ณภูพรรษ์,คล้ายแก้ว,13,ชาติพัฒนา,
5475,อ่างทอง,1,นาย,ยศวีร์,รอตประเสริฐ,14,รักษ์ผืนป่าประเทศไทย,
5476,อ่างทอง,1,นาย,วันชัย,คำภา,15,ไทยศรีวิไลย์,
5477,อำนาจเจริญ,1,นาย,บวรศักดิ์,คณาเสน,1,พลังประชารัฐ,
5478,อำนาจเจริญ,1,นางสาว,ปิยะมาศ,บัวแก้ว,2,ชาติพัฒนา,
5479,อำนาจเจริญ,1,นาย,โสนิ,สุวรรณี,3,ประชาชนปฏิรูป,
5480,อำนาจเจริญ,1,นางสาว,วันเพ็ญ,ตั้งสกุล,4,ภูมิใจไทย,
5481,อำนาจเจริญ,1,นาย,เกรียงไกร,ชาลีไชย,5,สยามพัฒนา,
5482,อำนาจเจริญ,1,นาย,สมพงษ์,กองแก้ว,6,เสรีรวมไทย,
5483,อำนาจเจริญ,1,นาง,พรจิรา,ศิริขันธ์,7,ประชานิยม,
5484,อำนาจเจริญ,1,นาย,โกมล,อุ่นอก,8,รักษ์ผืนป่าประเทศไทย,
5485,อำนาจเจริญ,1,นาย,ประภาส,เวชกรณ์,9,อนาคตใหม่,
5486,อำนาจเจริญ,1,นาง,สมหญิง,บัวบุตร,10,เพื่อไทย,
5487,อำนาจเจริญ,1,นาย,ประเสริฐ,กานานนท์,11,ประชาชาติ,
5488,อำนาจเจริญ,1,นาย,ณชัย,สันตะวงค์,12,ประชาภิวัฒน์,
5489,อำนาจเจริญ,1,นาย,สมบัติ,วันทอง,13,เพื่อชาติ,
5490,อำนาจเจริญ,1,นาย,สว่าง,นาคพันธ์,14,เพื่อนไทย,
5491,อำนาจเจริญ,1,นางสาว,ธนชาภา,จันทวารา,15,ประชาธิปัตย์,
5492,อำนาจเจริญ,1,นาย,พงษภัทร,บุตรดาจักร,16,ชาติไทยพัฒนา,
5493,อำนาจเจริญ,1,นาย,ประหยัด,ใสบาล,17,พลังปวงชนไทย,
5494,อำนาจเจริญ,1,นาย,ประเชิญ,จันทรภูมี,18,พลังไทยรักไทย,
5495,อำนาจเจริญ,1,นาย,ภู่วิเศษ,บุญนิรันดร์,19,เศรษฐกิจใหม่,
5496,อำนาจเจริญ,2,นาย,พสิษฐ์,สลักคำ,1,ชาติพัฒนา,
5497,อำนาจเจริญ,2,นาย,เฉลียว,บุญมาลี,2,รวมพลังประชาชาติไทย,
5498,อำนาจเจริญ,2,นาง,จันทร์เพ็ญ,ประเสริฐศรี,3,พลังประชารัฐ,
5499,อำนาจเจริญ,2,นาย,ธนพล,บุญมาลี,4,ไทยรักษาชาติ,
5500,อำนาจเจริญ,2,นาย,คงไชย,สันตะวงศ์,5,ประชาภิวัฒน์,
5501,อำนาจเจริญ,2,นาย,อิทธิกร,สุวะมาตย์,6,เสรีรวมไทย,
5502,อำนาจเจริญ,2,นาย,ชัยศรี,กีฬา,7,เพื่อชาติ,
5503,อำนาจเจริญ,2,นาย,สุรศักดิ์,ถํ้าหิน,8,ประชาชนปฏิรูป,
5504,อำนาจเจริญ,2,นาย,เพชร,นางาม,9,เพื่อนไทย,
5505,อำนาจเจริญ,2,นาง,สร้อยทอง,สุวรรณี,10,เศรษฐกิจใหม่,
5506,อำนาจเจริญ,2,นาย,สุชาติ,สูงเรือง,11,อนาคตใหม่,
