,จังหวัด,จำนวนสมาชิกสภาผู้แทนราษฎร,จำนวนเขตเลือกตั้ง,ท้องที่ที่ประกอบเป็นเขตเลือกตั้ง,ลำดับที่,เขตเลือกตั้งที่,interior,exterior,subinterior
1113,ร้อยเอ็ด,7,7,ธวัชบุรี,64,4,,หนองไผ่,
1114,ร้อยเอ็ด,7,7,ธวัชบุรี,64,4,,ไพศาล,
1115,ร้อยเอ็ด,7,7,ธวัชบุรี,64,4,,ธงธานี,
1116,ร้อยเอ็ด,7,7,ธวัชบุรี,64,4,,บึงนคร,
1117,ร้อยเอ็ด,7,7,หนองพอก,64,4,,หนองพอก,
1118,ร้อยเอ็ด,7,7,หนองพอก,64,4,,ภูเขาทอง,
1119,ร้อยเอ็ด,7,7,หนองพอก,64,4,,บึงงาม,
1120,ร้อยเอ็ด,7,7,หนองพอก,64,4,,ผาน้ำย้อย,
1121,ร้อยเอ็ด,7,7,หนองพอก,64,4,,โคกสว่าง,
1122,ร้อยเอ็ด,7,7,หนองพอก,64,4,,กกโพธิ์,
1123,ร้อยเอ็ด,7,7,หนองพอก,64,4,,รอบเมือง,
1124,ร้อยเอ็ด,7,7,อาจสามารถ,64,4,บ้านแจ้ง,,
1125,ร้อยเอ็ด,7,7,อาจสามารถ,64,4,โพนเมือง,,
1126,ร้อยเอ็ด,7,7,พนมไพร,64,5,,,
1127,ร้อยเอ็ด,7,7,หนองฮี,64,5,,,
1128,ร้อยเอ็ด,7,7,โพนทราย,64,5,,,
1129,ร้อยเอ็ด,7,7,อาจสามารถ,64,5,,บ้านแจ้ง,
1130,ร้อยเอ็ด,7,7,อาจสามารถ,64,5,,โพนเมือง,
1131,ร้อยเอ็ด,7,7,สุวรรณภูมิ,64,6,,,
1132,ร้อยเอ็ด,7,7,เมืองสรวง,64,6,,,
1133,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,6,หัวช้าง,,
1134,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,6,ดงแดง,,
1135,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,6,ดงกลาง,,
1136,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,6,ป่าสังข์,,
1137,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,6,น้ำใส,,
1138,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,6,ศรีโคตร,,
1139,ร้อยเอ็ด,7,7,เกษตรวิสัย,64,7,,,
1140,ร้อยเอ็ด,7,7,ปทุมรัตต์,64,7,,,
1141,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,7,,หัวช้าง,
1142,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,7,,ดงแดง,
1143,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,7,,ดงกลาง,
1144,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,7,,ป่าสังข์,
1145,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,7,,น้ำใส,
1146,ร้อยเอ็ด,7,7,จตุรพักตรพิมาน,64,7,,ศรีโคตร,
1147,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,1,บางโปรง,,
1148,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,1,บางด้วน,,
1149,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,1,บางเมือง,,
1150,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,1,ท้ายบ้าน,,
1151,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,1,ปากน้ำ,,
1152,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,2,บางปู,,
1153,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,2,บางปูใหม่,,
1154,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,2,แพรกษา,,
1155,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,2,แพรกษาใหม่,,
1156,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,2,ท้ายบ้านใหม่,,
1157,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,3,เทพารักษ์,,
1158,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,3,สำโรงเหนือ,,
1159,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,3,บางเมืองใหม่,,
1160,สมุทรปราการ,7,7,บางพลี,65,4,,หนองปรือ,
1161,สมุทรปราการ,7,7,บางพลี,65,4,,ราชาเทวะ,
1162,สมุทรปราการ,7,7,บางบ่อ,65,5,,,
1163,สมุทรปราการ,7,7,บางเสาธง,65,5,,,
1164,สมุทรปราการ,7,7,บางพลี,65,5,หนองปรือ,,
1165,สมุทรปราการ,7,7,บางพลี,65,5,ราชาเทวะ,,
1166,สมุทรปราการ,7,7,พระประแดง,65,6,,บางจาก,
1167,สมุทรปราการ,7,7,พระสมุทรเจดีย์,65,7,,,
1168,สมุทรปราการ,7,7,พระประแดง,65,7,บางจาก,,
1169,สุรินทร์,7,7,เมืองสุรินทร์,66,1,เทนมีย์,,
1170,สุรินทร์,7,7,เมืองสุรินทร์,66,1,ตระแสง,,
1171,สุรินทร์,7,7,เมืองสุรินทร์,66,1,ตาอ็อง,,
1172,สุรินทร์,7,7,เมืองสุรินทร์,66,1,สวาย,,
1173,สุรินทร์,7,7,เมืองสุรินทร์,66,1,นาบัว,,
1174,สุรินทร์,7,7,เมืองสุรินทร์,66,1,เฉนียง,,
1175,สุรินทร์,7,7,เมืองสุรินทร์,66,1,คอโค,,
1176,สุรินทร์,7,7,เมืองสุรินทร์,66,1,นอกเมือง,,
1177,สุรินทร์,7,7,เมืองสุรินทร์,66,1,สำโรง,,
1178,สุรินทร์,7,7,ลำดวน,66,1,,ตรำดม,
1179,สุรินทร์,7,7,ปราสาท,66,1,บ้านไทร,,
1180,สุรินทร์,7,7,ปราสาท,66,1,ทมอ,,
1181,สุรินทร์,7,7,ปราสาท,66,1,ไพล,,
1182,สุรินทร์,7,7,ปราสาท,66,1,โคกยาง,,
1183,สุรินทร์,7,7,ปราสาท,66,1,เชื้อเพลิง,,
1184,สุรินทร์,7,7,ปราสาท,66,1,ทุ่งมน,,
1185,สุรินทร์,7,7,ปราสาท,66,1,สมุด,,
1186,สุรินทร์,7,7,ปราสาท,66,1,ประทัดบุ,,
1187,สุรินทร์,7,7,เขวาสินรินทร์,66,2,,,
1188,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,เทนมีย์,
1189,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,ตระแสง,
1190,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,ตาอ็อง,
1191,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,สวาย,
1192,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,นาบัว,
1193,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,เฉนียง,
1194,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,คอโค,
1195,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,นอกเมือง,
1196,สุรินทร์,7,7,เมืองสุรินทร์,66,2,,สำโรง,
1197,สุรินทร์,7,7,ศีขรภูมิ,66,2,ช่างปี่,,
1198,สุรินทร์,7,7,ศีขรภูมิ,66,2,จารพัต,,
1199,สุรินทร์,7,7,จอมพระ,66,3,,,
1200,สุรินทร์,7,7,สนม,66,3,สนม,,
1201,สุรินทร์,7,7,สนม,66,3,หนองระฆัง,,
1202,สุรินทร์,7,7,สนม,66,3,นานวน,,
1203,สุรินทร์,7,7,สนม,66,3,แคน,,
1204,สุรินทร์,7,7,สนม,66,3,หนองอียอ,,
1205,สุรินทร์,7,7,โนนนารายณ์,66,3,,,
1206,สุรินทร์,7,7,ท่าตูม,66,3,เมืองแก,,
1207,สุรินทร์,7,7,ท่าตูม,66,3,บะ,,
1208,สุรินทร์,7,7,ท่าตูม,66,3,หนองเมธี,,
1209,สุรินทร์,7,7,ท่าตูม,66,3,บัวโคก,,
1210,สุรินทร์,7,7,ท่าตูม,66,3,กระโพ,,
1211,สุรินทร์,7,7,รัตนบุรี,66,3,หนองบัวบาน,,
1212,สุรินทร์,7,7,รัตนบุรี,66,3,เบิด,,
1213,สุรินทร์,7,7,รัตนบุรี,66,3,ยางสว่าง,,
1214,สุรินทร์,7,7,ชุมพลบุรี,66,4,,,
1215,สุรินทร์,7,7,ท่าตูม,66,4,,เมืองแก,
1216,สุรินทร์,7,7,ท่าตูม,66,4,,บะ,
1217,สุรินทร์,7,7,ท่าตูม,66,4,,หนองเมธี,
1218,สุรินทร์,7,7,ท่าตูม,66,4,,บัวโคก,
1219,สุรินทร์,7,7,ท่าตูม,66,4,,กระโพ,
1220,สุรินทร์,7,7,รัตนบุรี,66,4,,หนองบัวบาน,
1221,สุรินทร์,7,7,รัตนบุรี,66,4,,เบิด,
1222,สุรินทร์,7,7,รัตนบุรี,66,4,,ยางสว่าง,
1223,สุรินทร์,7,7,สนม,66,4,โพนโก,,
1224,สุรินทร์,7,7,สำโรงทาบ,66,5,,,
1225,สุรินทร์,7,7,ศีขรภูมิ,66,5,,ช่างปี่,
1226,สุรินทร์,7,7,ศีขรภูมิ,66,5,,จารพัต,
1227,สุรินทร์,7,7,ศรีณรงค์,66,5,ตรวจ,,
1228,สุรินทร์,7,7,ศรีณรงค์,66,5,แจนแวน,,
1229,สุรินทร์,7,7,ลำดวน,66,5,ตรำดม,,
1230,สุรินทร์,7,7,สนม,66,5,หัวงัว,,
1231,สุรินทร์,7,7,บัวเชด,66,6,,,
1232,สุรินทร์,7,7,สังขะ,66,6,,,
1233,สุรินทร์,7,7,ศรีณรงค์,66,6,,ตรวจ,
1234,สุรินทร์,7,7,ศรีณรงค์,66,6,,แจนแวน,
1235,สุรินทร์,7,7,กาบเชิง,66,7,,,
1236,สุรินทร์,7,7,พนมดงรัก,66,7,,,
1237,สุรินทร์,7,7,ปราสาท,66,7,,บ้านไทร,
1238,สุรินทร์,7,7,ปราสาท,66,7,,ทมอ,
1239,สุรินทร์,7,7,ปราสาท,66,7,,ไพล,
1240,สุรินทร์,7,7,ปราสาท,66,7,,โคกยาง,
1241,สุรินทร์,7,7,ปราสาท,66,7,,เชื้อเพลิง,
1242,สุรินทร์,7,7,ปราสาท,66,7,,ทุ่งมน,
1243,สุรินทร์,7,7,ปราสาท,66,7,,สมุด,
1244,สุรินทร์,7,7,ปราสาท,66,7,,ประทัดบุ,
1245,ชลบุรี,8,8,เมืองชลบุรี,67,1,,บางปลาสร้อย,
1246,ชลบุรี,8,8,เมืองชลบุรี,67,1,,มะขามหย่ง,
1247,ชลบุรี,8,8,เมืองชลบุรี,67,1,,บ้านโขด,
1248,ชลบุรี,8,8,เมืองชลบุรี,67,1,,บางทราย,
1249,ชลบุรี,8,8,เมืองชลบุรี,67,1,,หนองไม้แดง,
1250,ชลบุรี,8,8,เมืองชลบุรี,67,1,,คลองตำหรุ,
1251,ชลบุรี,8,8,เมืองชลบุรี,67,1,,ดอนหัวฬ่อ,
1252,ชลบุรี,8,8,เมืองชลบุรี,67,1,,บ้านสวน,
1253,ชลบุรี,8,8,เมืองชลบุรี,67,2,บางปลาสร้อย,,
1254,ชลบุรี,8,8,เมืองชลบุรี,67,2,มะขามหย่ง,,
1255,ชลบุรี,8,8,เมืองชลบุรี,67,2,บ้านโขด,,
1256,ชลบุรี,8,8,เมืองชลบุรี,67,2,บางทราย,,
1257,ชลบุรี,8,8,เมืองชลบุรี,67,2,หนองไม้แดง,,
1258,ชลบุรี,8,8,เมืองชลบุรี,67,2,คลองตำหรุ,,
1259,ชลบุรี,8,8,เมืองชลบุรี,67,2,ดอนหัวฬ่อ,,
1260,ชลบุรี,8,8,เมืองชลบุรี,67,2,บ้านสวน,,
1261,ชลบุรี,8,8,พานทอง,67,2,,มาบโป่ง,
1262,ชลบุรี,8,8,พานทอง,67,2,,หนองหงษ์,
1263,ชลบุรี,8,8,พนัสนิคม,67,3,,,
1264,ชลบุรี,8,8,เกาะจันทร์,67,3,,,
1265,ชลบุรี,8,8,พานทอง,67,3,มาบโป่ง,,
1266,ชลบุรี,8,8,พานทอง,67,3,หนองหงษ์,,
1267,ชลบุรี,8,8,บ้านบึง,67,4,,,
1268,ชลบุรี,8,8,บ่อทอง,67,4,,,
1269,ชลบุรี,8,8,หนองใหญ่,67,4,,,
1270,ชลบุรี,8,8,ศรีราชา,67,5,,ทุ่งสุขลา,
1271,ชลบุรี,8,8,ศรีราชา,67,5,,บึง,
1272,ชลบุรี,8,8,เกาะสีชัง,67,5,,,
1273,ชลบุรี,8,8,ศรีราชา,67,6,ทุ่งสุขลา,,
1274,ชลบุรี,8,8,ศรีราชา,67,6,บึง,,
1275,ชลบุรี,8,8,บางละมุง,67,6,,หนองปรือ,
1276,ชลบุรี,8,8,บางละมุง,67,6,,โป่ง,
1277,ชลบุรี,8,8,บางละมุง,67,6,,ห้วยใหญ่,
1278,ชลบุรี,8,8,บางละมุง,67,6,,เขาไม้แก้ว,
1279,ชลบุรี,8,8,บางละมุง,67,7,หนองปรือ,,
1280,ชลบุรี,8,8,บางละมุง,67,7,โป่ง,,
1281,ชลบุรี,8,8,บางละมุง,67,7,ห้วยใหญ่,,
1282,ชลบุรี,8,8,บางละมุง,67,7,เขาไม้แก้ว,,
1283,ชลบุรี,8,8,สัตหีบ,67,8,,,
1284,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,ท่าไร่,,
1285,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,ปากนคร,,
1286,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,บางจาก,,
1287,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,ไชยมนตรี,,
1288,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,มะม่วงสองต้น,,
1289,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,โพธิ์เสด็จ,,
1290,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,ท่าเรือ,,
1291,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,ท่าซัก,,
1292,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,เทศบาลนครนครศรีธรรมราช,,
1293,นครศรีธรรมราช,8,8,ปากพนัง,68,2,,,
1294,นครศรีธรรมราช,8,8,เชียรใหญ่,68,2,,,
1295,นครศรีธรรมราช,8,8,หัวไทร,68,2,,,
1296,นครศรีธรรมราช,8,8,พระพรหม,68,3,,,
1297,นครศรีธรรมราช,8,8,เฉลิมพระเกียรติ,68,3,,,
1298,นครศรีธรรมราช,8,8,ชะอวด,68,3,,,
1299,นครศรีธรรมราช,8,8,จุฬาภรณ์,68,3,,,
1300,นครศรีธรรมราช,8,8,ทุ่งสง,68,4,,,
1301,นครศรีธรรมราช,8,8,บางขัน,68,4,,,
1302,นครศรีธรรมราช,8,8,ทุ่งใหญ่,68,5,,,
1303,นครศรีธรรมราช,8,8,ถ้ำพรรณรา,68,5,,,
1304,นครศรีธรรมราช,8,8,ฉวาง,68,5,,,
1305,นครศรีธรรมราช,8,8,พิปูน,68,5,,,
1306,นครศรีธรรมราช,8,8,ร่อนพิบูลย์,68,6,,,
1307,นครศรีธรรมราช,8,8,ลานสกา,68,6,,,
1308,นครศรีธรรมราช,8,8,ช้างกลาง,68,6,,,
1309,นครศรีธรรมราช,8,8,นาบอน,68,6,,,
1310,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,ท่าไร่,
1311,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,ปากนคร,
1312,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,บางจาก,
1313,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,ไชยมนตรี,
1314,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,มะม่วงสองต้น,
1315,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,โพธิ์เสด็จ,
1316,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,ท่าเรือ,
1317,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,ท่าซัก,
1318,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,7,,เทศบาลนครนครศรีธรรมราช,
1319,นครศรีธรรมราช,8,8,ท่าศาลา,68,7,,,
1320,นครศรีธรรมราช,8,8,สิชล,68,8,,,
1321,นครศรีธรรมราช,8,8,ขนอม,68,8,,,
1322,นครศรีธรรมราช,8,8,นบพิตำ,68,8,,,
1323,นครศรีธรรมราช,8,8,พรหมคีรี,68,8,,,
1324,บุรีรัมย์,8,8,เมืองบุรีรัมย์,69,1,,บัวทอง,
1325,บุรีรัมย์,8,8,เมืองบุรีรัมย์,69,1,,ถลุงเหล็ก,
1326,บุรีรัมย์,8,8,เมืองบุรีรัมย์,69,1,,กลันทา,
1327,บุรีรัมย์,8,8,สตึก,69,2,,,
1328,บุรีรัมย์,8,8,บ้านด่าน,69,2,,,
1329,บุรีรัมย์,8,8,แคนดง,69,2,,,
1330,บุรีรัมย์,8,8,เมืองบุรีรัมย์,69,2,บัวทอง,,
1331,บุรีรัมย์,8,8,เมืองบุรีรัมย์,69,2,ถลุงเหล็ก,,
1332,บุรีรัมย์,8,8,เมืองบุรีรัมย์,69,2,กลันทา,,
1333,บุรีรัมย์,8,8,คูเมือง,69,3,,,
1334,บุรีรัมย์,8,8,พุทไธสง,69,3,,,
1335,บุรีรัมย์,8,8,นาโพธิ์,69,3,,,
1336,บุรีรัมย์,8,8,บ้านใหม่ไชยพจน์,69,3,,,
1337,บุรีรัมย์,8,8,ลำปลายมาศ,69,3,โคกสะอาด,,
1338,บุรีรัมย์,8,8,ลำปลายมาศ,69,3,เมืองแฝก,,
1339,บุรีรัมย์,8,8,หนองหงส์,69,4,,,
1340,บุรีรัมย์,8,8,ชำนิ,69,4,,,
1341,บุรีรัมย์,8,8,ลำปลายมาศ,69,4,,โคกสะอาด,
1342,บุรีรัมย์,8,8,ลำปลายมาศ,69,4,,เมืองแฝก,
1343,บุรีรัมย์,8,8,กระสัง,69,5,,,
1344,บุรีรัมย์,8,8,พลับพลาชัย,69,5,,,
1345,บุรีรัมย์,8,8,ห้วยราช,69,5,,,
1346,บุรีรัมย์,8,8,ประโคนชัย,69,5,ไพศาล,,
1347,บุรีรัมย์,8,8,หนองกี่,69,6,,,
1348,บุรีรัมย์,8,8,โนนสุวรรณ,69,6,,,
1349,บุรีรัมย์,8,8,นางรอง,69,6,,ทรัพย์พระยา,
1350,บุรีรัมย์,8,8,นางรอง,69,6,,ชุมแสง,
1351,บุรีรัมย์,8,8,บ้านกรวด,69,7,,,
1352,บุรีรัมย์,8,8,ประโคนชัย,69,7,,ไพศาล,
1353,บุรีรัมย์,8,8,ละหานทราย,69,8,,,
1354,บุรีรัมย์,8,8,ปะคำ,69,8,,,
1355,บุรีรัมย์,8,8,โนนดินแดง,69,8,,,
1356,บุรีรัมย์,8,8,เฉลิมพระเกียรติ,69,8,,,
1357,บุรีรัมย์,8,8,นางรอง,69,8,ทรัพย์พระยา,,
1358,บุรีรัมย์,8,8,นางรอง,69,8,ชุมแสง,,
1359,ศรีสะเกษ,8,8,เมืองศรีสะเกษ,70,1,,,
1360,ศรีสะเกษ,8,8,วังหิน,70,1,,,
1361,ศรีสะเกษ,8,8,กันทรารมย์,70,2,,,
1362,ศรีสะเกษ,8,8,โนนคูณ,70,2,,,
1363,ศรีสะเกษ,8,8,น้ำเกลี้ยง,70,2,,,
1364,ศรีสะเกษ,8,8,กันทรลักษ์,70,3,ภูเงิน,,
1365,ศรีสะเกษ,8,8,เบญจลักษ์,70,3,,,
1366,ศรีสะเกษ,8,8,ศรีรัตนะ,70,3,,,
1367,ศรีสะเกษ,8,8,พยุห์,70,3,,,
1368,ศรีสะเกษ,8,8,ไพรบึง,70,3,,,
1369,ศรีสะเกษ,8,8,กันทรลักษ์,70,4,,ภูเงิน,
1370,ศรีสะเกษ,8,8,ขุนหาญ,70,5,,,
1371,ศรีสะเกษ,8,8,ภูสิงห์,70,5,,,
1372,ศรีสะเกษ,8,8,ขุขันธ์,70,5,ปรือใหญ่,,
1373,ศรีสะเกษ,8,8,ขุขันธ์,70,5,นิคมพัฒนา,,
1374,ศรีสะเกษ,8,8,ขุขันธ์,70,5,ศรีตระกูล,,
1375,ศรีสะเกษ,8,8,ขุขันธ์,70,5,ตาอุด,,
1376,ศรีสะเกษ,8,8,ขุขันธ์,70,6,,ปรือใหญ่,
1377,ศรีสะเกษ,8,8,ขุขันธ์,70,6,,นิคมพัฒนา,
1378,ศรีสะเกษ,8,8,ขุขันธ์,70,6,,ศรีตระกูล,
1379,ศรีสะเกษ,8,8,ขุขันธ์,70,6,,ตาอุด,
1380,ศรีสะเกษ,8,8,ปรางค์กู่,70,6,,สำโรงปราสาท,
1381,ศรีสะเกษ,8,8,ปรางค์กู่,70,6,,ตูม,
1382,ศรีสะเกษ,8,8,อุทุมพรพิสัย,70,7,,,
1383,ศรีสะเกษ,8,8,ห้วยทับทัน,70,7,,,
1384,ศรีสะเกษ,8,8,ปรางค์กู่,70,7,สำโรงปราสาท,,
1385,ศรีสะเกษ,8,8,ปรางค์กู่,70,7,ตูม,,
1386,ศรีสะเกษ,8,8,เมืองจันทร์,70,7,,,
1387,ศรีสะเกษ,8,8,ราษีไศล,70,8,,,
1388,ศรีสะเกษ,8,8,ยางชุมน้อย,70,8,,,
1389,ศรีสะเกษ,8,8,ศิลาลาด,70,8,,,
1390,ศรีสะเกษ,8,8,บึงบูรพ์,70,8,,,
1391,ศรีสะเกษ,8,8,โพธิ์ศรีสุวรรณ,70,8,,,
1392,สงขลา,8,8,เมืองสงขลา,71,1,,,
1393,สงขลา,8,8,หาดใหญ่,71,2,หาดใหญ่,,
1394,สงขลา,8,8,หาดใหญ่,71,2,คลองแห,,
1395,สงขลา,8,8,หาดใหญ่,71,2,คลองอู่ตะเภา,,
1396,สงขลา,8,8,หาดใหญ่,71,3,คูเต่า,,
1397,สงขลา,8,8,หาดใหญ่,71,3,ฉลุง,,
1398,สงขลา,8,8,หาดใหญ่,71,3,ทุ่งใหญ่,,
1399,สงขลา,8,8,หาดใหญ่,71,3,ท่าข้าม,,
1400,สงขลา,8,8,หาดใหญ่,71,3,น้ำน้อย,,
1401,สงขลา,8,8,หาดใหญ่,71,3,ควนลัง,,
1402,สงขลา,8,8,หาดใหญ่,71,3,ทุ่งตำเสา,,
1403,สงขลา,8,8,หาดใหญ่,71,3,คอหงส์,,
1404,สงขลา,8,8,นาหม่อม,71,3,,,
1405,สงขลา,8,8,ระโนด,71,4,,,
1406,สงขลา,8,8,กระแสสินธุ์,71,4,,,
1407,สงขลา,8,8,สทิงพระ,71,4,,,
1408,สงขลา,8,8,สิงหนคร,71,4,,ปากรอ,
1409,สงขลา,8,8,สิงหนคร,71,4,,ป่าขาด,
1410,สงขลา,8,8,สิงหนคร,71,4,,ทำนบ,
1411,สงขลา,8,8,สิงหนคร,71,4,,ชิงโค,
1412,สงขลา,8,8,สิงหนคร,71,4,,หัวเขา,
1413,สงขลา,8,8,สิงหนคร,71,4,,สทิงหม้อ,
1414,สงขลา,8,8,สิงหนคร,71,5,ปากรอ,,
1415,สงขลา,8,8,สิงหนคร,71,5,ป่าขาด,,
1416,สงขลา,8,8,สิงหนคร,71,5,ทำนบ,,
1417,สงขลา,8,8,สิงหนคร,71,5,ชิงโค,,
1418,สงขลา,8,8,สิงหนคร,71,5,หัวเขา,,
1419,สงขลา,8,8,สิงหนคร,71,5,สทิงหม้อ,,
1420,สงขลา,8,8,ควนเนียง,71,5,,,
1421,สงขลา,8,8,บางกล่ำ,71,5,,,
1422,สงขลา,8,8,รัตภูมิ,71,5,,,
1423,สงขลา,8,8,หาดใหญ่,71,6,พะตง,,
1424,สงขลา,8,8,หาดใหญ่,71,6,เทศบาลตำบลบ้านไร่,,
1425,สงขลา,8,8,หาดใหญ่,71,6,บ้านพรุ,,
1426,สงขลา,8,8,คลองหอยโข่ง,71,6,,,
1427,สงขลา,8,8,สะเดา,71,6,,สำนักแต้ว,
1428,สงขลา,8,8,สะเดา,71,6,,สำนักขาม,
1429,สงขลา,8,8,นาทวี,71,7,,,
1430,สงขลา,8,8,สะบ้าย้อย,71,7,,,
1431,สงขลา,8,8,สะเดา,71,7,สำนักแต้ว,,
1432,สงขลา,8,8,สะเดา,71,7,สำนักขาม,,
1433,สงขลา,8,8,จะนะ,71,8,,,
1434,สงขลา,8,8,เทพา,71,8,,,
1435,อุดรธานี,8,8,เมืองอุดรธานี,72,1,เทศบาลนครอุดรธานี,,
1436,อุดรธานี,8,8,เมืองอุดรธานี,72,1,เทศบาลเมืองหนองสำโรง,,
1437,อุดรธานี,8,8,เมืองอุดรธานี,72,1,เทศบาลตำบลหนองบัว,,
1438,อุดรธานี,8,8,เมืองอุดรธานี,72,1,นาดี,,
1439,อุดรธานี,8,8,เพ็ญ,72,2,,,
1440,อุดรธานี,8,8,เมืองอุดรธานี,72,2,บ้านขาว,,
1441,อุดรธานี,8,8,เมืองอุดรธานี,72,2,นาข่า,,
1442,อุดรธานี,8,8,เมืองอุดรธานี,72,2,นากว้าง,,
1443,อุดรธานี,8,8,เมืองอุดรธานี,72,2,กุดสระ,,
1444,อุดรธานี,8,8,เมืองอุดรธานี,72,2,หนองบัว,,
1445,อุดรธานี,8,8,เมืองอุดรธานี,72,2,สามพร้าว,,
1446,อุดรธานี,8,8,เมืองอุดรธานี,72,2,หมูม่น,,
1447,อุดรธานี,8,8,เมืองอุดรธานี,72,2,เทศบาลตำบลนาข่า,,
1448,อุดรธานี,8,8,พิบูลย์รักษ์,72,2,,นาทราย,
1449,อุดรธานี,8,8,บ้านดุง,72,3,,,
1450,อุดรธานี,8,8,ทุ่งฝน,72,3,,,
1451,อุดรธานี,8,8,สร้างคอม,72,3,,,
1452,อุดรธานี,8,8,พิบูลย์รักษ์,72,3,นาทราย,,
1453,อุดรธานี,8,8,หนองหาน,72,4,,,
1454,อุดรธานี,8,8,ประจักษ์ศิลปาคม,72,4,,,
1455,อุดรธานี,8,8,เมืองอุดรธานี,72,4,โนนสูง,,
1456,อุดรธานี,8,8,เมืองอุดรธานี,72,4,หนองนาคำ,,
1457,อุดรธานี,8,8,เมืองอุดรธานี,72,4,เทศบาลตำบลหนองไผ่,,
1458,อุดรธานี,8,8,เมืองอุดรธานี,72,4,เทศบาลตำบลหนองขอนกว้าง,,
1459,อุดรธานี,8,8,วังสามหมอ,72,5,,,
1460,อุดรธานี,8,8,ศรีธาตุ,72,5,,,
1461,อุดรธานี,8,8,ไชยวาน,72,5,,,
1462,อุดรธานี,8,8,กู่แก้ว,72,5,,,
1463,อุดรธานี,8,8,กุมภวาปี,72,5,สีออ,,
1464,อุดรธานี,8,8,กุมภวาปี,72,5,เทศบาลตำบลเวียงคำ,,
1465,อุดรธานี,8,8,กุมภวาปี,72,5,ท่าลี่,,
1466,อุดรธานี,8,8,หนองแสง,72,6,,,
1467,อุดรธานี,8,8,โนนสะอาด,72,6,,,
1468,อุดรธานี,8,8,กุมภวาปี,72,6,,สีออ,
1469,อุดรธานี,8,8,กุมภวาปี,72,6,,เทศบาลตำบลเวียงคำ,
1470,อุดรธานี,8,8,กุมภวาปี,72,6,,ท่าลี่,
1471,อุดรธานี,8,8,เมืองอุดรธานี,72,6,บ้านจั่น,,
1472,อุดรธานี,8,8,เมืองอุดรธานี,72,6,เทศบาลตำบลบ้านจั่น,,
1473,อุดรธานี,8,8,เมืองอุดรธานี,72,6,บ้านตาด,,
1474,อุดรธานี,8,8,กุดจับ,72,7,,,
1475,อุดรธานี,8,8,หนองวัวซอ,72,7,,,
