,provice,zone,title,name,surname,no.,party
6160,นครปฐม,2,นาย,พาณุวัฒณ์,สะสมทรัพย์,17,ชาติไทยพัฒนา
6161,นครปฐม,2,นาย,ปพน,มากลัด,18,ไทยรุ่งเรือง
6162,นครพนม,1,นาย,ดามทมิฬ,สิงห์งอย,21,เพื่อนไทย
6163,นครพนม,1,นาย,บุญญาธิการ,บารมีเป็นเลิศ,22,ไทยศรีวิไลย์
6164,นครพนม,2,นาย,เกษม,โพลมาศ,18,เพื่อแผ่นดิน
6165,นครพนม,2,นางสาว,พนัชกร,ภคอธิเชษฐ์,19,ไทยศรีวิไลย์
6166,นครพนม,2,นาย,สนิท,ชากิจดี,20,ประชาธิปไตยใหม่
6167,นครพนม,2,นาย,ธนวัฒน์,นนัทะจักร์,21,เพื่อนไทย
6168,นครพนม,3,นาย,วิโรจน์,ศรีฉํ่าพันธ์ุ,16,เพื่อแผ่นดิน
6169,นครพนม,3,นาย,มิตตา,จันทนะ,17,รวมใจไทย
6170,นครพนม,3,นาย,ธนชาต,ธนโชติพิพิธ,18,ไทยศรีวิไลย์
6171,นครพนม,3,นาย,สุวิบูลย์,เตโชจิรพัฒน์,19,พลเมืองไทย
6172,นครพนม,4,สิบตํารวจตรี,กฐสักกษัษฐี,โคตุทา,20,เพื่อแผ่นดิน
6173,นครพนม,4,นาง,วราภรณ์,อาคะนิช,21,รวมใจไทย
6174,นครพนม,4,นางสาว,ปราณี,ยะสะกะ,22,พลเมืองไทย
6175,นครพนม,4,นาย,ปียา,ผารุธรรม,23,ไทยศรีวิไลย์
6176,นครพนม,4,นาย,บรรจบศิลป์,จันทะวัง,24,เพื่อนไทย
6177,นครราชสีมา,1,นาย,คณพศ,ตระกูลภัทรเวช,22,ประชาธิปไตยใหม่
6178,นครราชสีมา,2,นาย,สาทิพย์,ผิวผักแว่น,20,เพื่อแผ่นดิน
6179,นครราชสีมา,2,นาย,วาสนา,แต้มพุดซา,21,พลังท้องถ่ินไท
6180,นครราชสีมา,2,นาย,สันติ,วงษาเกษ,22,ประชาธิปไตยใหม่
6181,นครราชสีมา,3,นาย,สมพร,เกตุจันทึก,19,พลังท้องถ่ินไท
6182,นครราชสีมา,3,นาย,ชาตรี,ไทยทัต,20,ประชาธิปไตยใหม่
6183,นครราชสีมา,4,นาย,ปรีชา,ภูศรี,18,ประชาธรรมไทย
6184,นครราชสีมา,4,นางสาว,ภัชกุล,บุญญาเกื้อกูล,19,พลังสังคม
6185,นครราชสีมา,5,นางสาว,ภีรนันต์,สาวิกัน,21,สังคมประชาธิปไตยไทย
6186,นครราชสีมา,5,ดาบตํารวจ,บุญเชิด,เดชพร,22,พลังสังคม
6187,นครราชสีมา,5,นาย,เชาวลิต,หล่าไธสง,23,ประชาธิปไตยใหม่
6188,นครราชสีมา,6,นาย,ชานนท,พรพันธ์ุกุล,23,ประชาธิปไตยใหม่
6189,นครราชสีมา,6,นาย,ธนพัฒน์,ปัจจัยโย,24,ประชาธรรมไทย
6190,นครราชสีมา,7,นาย,อํานาจ,เหลานาคํา,19,ประชาธรรมไทย
6191,นครราชสีมา,7,นาย,สุเมธ,พันธ์ุดี,20,พลังปวงชนไทย
6192,นครราชสีมา,9,นาง,อรอนงค์,วงศ์แสง,20,เพื่อแผ่นดิน
6193,นครราชสีมา,9,นาง,กมนทัศน์,วรกุล,21,พลังสังคม
6194,นครราชสีมา,9,นาง,จิราพร,ดุงศรีแก้ว,22,พลังไทยรักไทย
6195,นครราชสีมา,10,นาย,ไชย,พงศ์พัทธ์รุจ,17,เพื่อแผ่นดิน
6196,นครราชสีมา,10,นาย,ธเนศ,เจตนาดี,18,ประชาชนปฏิรูป
6197,นครราชสีมา,10,นาย,รัฐวัจน์,ชอบพิมาย,19,ประชาธิปไตยใหม่
6198,นครราชสีมา,11,นาง,ประนอม,เต็งผักแว่น,18,พลังสังคม
6199,นครราชสีมา,11,นาย,สอาด,อันทะเกตุ,19,ประชาธรรมไทย
6200,นครราชสีมา,12,นาย,สมบุญ,เต็งผักแว่น,18,พลังสังคม
6201,นครราชสีมา,12,นาย,ถาวร,ทุมมาสุทธ์ิ,19,ภราดรภาพ
6202,นครราชสีมา,13,นาย,สมชาย,ทองคํา,17,พลังครูไทย
6203,นครราชสีมา,13,นาย,ก้องเกียรติ,สิงหกุมพล,19,ภราดรภาพ
6204,นครราชสีมา,13,นาย,วุฒิเทพ,จันทรทีประ,20,ไทยธรรม
6205,นครราชสีมา,14,นาย,สาธิต,มะเริงสิทธ์ิ,20,ประชาธรรมไทย
6206,นครราชสีมา,14,นาง,ศศิธิดา,อตะศิลา,21,ชาติไทยพัฒนา
6207,นครราชสีมา,14,นาง,กองสิน,จิตเจริญทิพย์,22,พลังปวงชนไทย
6208,นครราชสีมา,14,นาย,เสนอ,นนัทน์ธนกุล,23,พลังไทยรักไทย
6209,นครราชสีมา,14,นาย,ประเสริฐ,บุตรพิมาย,24,ทางเลือกใหม่
6210,นครศรีธรรมราช,1,นาย,จรูญ,วัชรกาฬ,20,ประชาธิปไตยใหม่
6211,นครศรีธรรมราช,1,นาย,ณรงค์,สุขเกษม,21,ประชาชนปฏิรูป
6212,นครศรีธรรมราช,1,นาง,ทิมาภรณ์,ชัยชนะ,22,ภราดรภาพ
6213,นครศรีธรรมราช,2,นาย,ธีร์วศิษฐ์,บัวจันทร์,22,ไทยรุ่งเรือง
6214,นครศรีธรรมราช,2,นาย,อนุวัฒน์,ทองเอียด,23,พลังไทยรักไทย
6215,นครศรีธรรมราช,2,นาย,ณัฐวิทย์,ส่งแสง,24,เสรีรวมไทย
6216,นครศรีธรรมราช,2,นาย,โชติศักด์ิ,นาคคง,25,พลเมอืงไทย
6217,นครศรีธรรมราช,2,นาย,บุญเลิศ,หนูคูขุด,26,ภราดรภาพ
6218,นครศรีธรรมราช,3,นางสาว,ศุภกาญจน์,ร่างเล็ก,21,ภราดรภาพ
6219,นครศรีธรรมราช,3,นาย,จําเริญ,เสนากัสป์,22,เสรีรวมไทย
6220,นครศรีธรรมราช,4,นาย,เฉลิมเกียรติ,อําลอย,23,รวมใจไทย
6221,นครศรีธรรมราช,4,นาย,อภิรัฐ,รัตนพันธ์ุ,24,เสรีรวมไทย
6222,นครศรีธรรมราช,4,นาย,กฤษฎิ์,สุดถนอม,25,ภราดรภาพ
6223,นครศรีธรรมราช,4,นาง,ปริษา,ถาวรฤทธิพล,26,ประชาชาติ
6224,นครศรีธรรมราช,5,นาง,ศิรารัตน์,แก้วไทย,24,ภราดรภาพ
6225,นครศรีธรรมราช,5,นาย,โชคชัย,ลาชโรจน์,25,ทางเลือกใหม่
6226,นครศรีธรรมราช,6,นาย,ประเสริฐพงศ์,ยอดระบํา,20,ประชาชาติ
6227,นครศรีธรรมราช,7,นาย,ไพศาล,รอบคอบ,23,ประชาชนปฏิรูป
6228,นครสวรรค์,1,นาย,ทวน,โพธ์ิภาค,18,ประชาชนปฏิรูป
6229,นครสวรรค์,1,นาย,เกียรติศักด์ิ,ไม้เล้ียง,19,เพื่อนไทย
6230,นครสวรรค์,1,นาย,วิเชียร,หลวงกิจจา,20,แผ่นดินธรรม
6231,นครสวรรค์,2,นาย,ชรินทร์,เเสงนพรัตน์,16,เพื่อนไทย
6232,นครสวรรค์,2,นาย,สุขภวิศิษฐ์,อินพิทักษ์,17,เศรษฐกิจใหม่
6233,นครสวรรค์,3,นาย,วัฒนะ,กัลยาณ์พัฒนกุล,17,แผ่นดินธรรม
6234,นครสวรรค์,4,นางสาว,อรวรรณ,ปานกลํ่า,16,เพื่อแผ่นดิน
6235,นครสวรรค์,4,นาย,ทองดี,พุ่มเกตุ,17,เพื่อนไทย
6236,นครสวรรค์,5,ร้อยตํารวจโท,มนัส,รอดไพรี,17,เพื่อแผ่นดิน
6237,นครสวรรค์,5,นาย,จักรกฤช,โชติชมภู,18,ประชาธิปไตยใหม่
6238,นครสวรรค์,6,นางสาว,ลินดา,รอดไพรี,18,เพื่อแผ่นดิน
6239,นครสวรรค์,6,นางสาว,ปรียาภรณ์,พรหมประเสริฐ,19,เพื่อนไทย
6240,นนทบุรี,1,นาย,ปณิธาน,รุ่งตรานนท์,17,เพื่อแผ่นดิน
6241,นนทบุรี,1,นาย,พัฒนวงศ์,วงศ์มณีโรจน์,18,พลังชาติไทย
6242,นนทบุรี,1,นาย,สิทธิโชค,เจริญรักษ์,19,รวมพลังประชาชาติไทย
6243,นนทบุรี,1,นาย,ภาคิน,วิญญาคูณ,20,พลังประชาธิปไตย
6244,นนทบุรี,2,นางสาว,ซ่อนกล่ิน,ทับทิมทอง,15,รวมพลังประชาชาติไทย
6245,นนทบุรี,2,นางสาว,ขวัญเรือน,ช่วยงาน,16,เพื่อแผ่นดิน
6246,นนทบุรี,2,นาย,ชยุต,ทิณภัทร์เพชร,17,เพื่อนไทย
6247,นนทบุรี,2,นางสาว,ศิรินทิพย์,สิงห์สังข์,18,พลังประชาธิปไตย
6248,นนทบุรี,2,นางสาว,พัตราภรณ์,สิงห์เป่ียม,19,ประชานิยม
6249,นนทบุรี,3,นาย,กรวัฒน์,วิเศษสินธ์ุ,19,พลังชาติไทย
6250,นนทบุรี,3,นาย,วิวัฒน์,หงษ์โต,20,เพื่อนไทย
6251,นนทบุรี,3,นาย,อภินันท์,เหลืองพิพัฒน์สร,21,พลังประชาธิปไตย
6252,นนทบุรี,3,นาย,ธนภัทร,น่วมแหวว,22,เพื่อแผ่นดิน
6253,นนทบุรี,3,นาย,พลหาญ,นพทีปกังวาล,23,ประชานิยม
6254,นนทบุรี,4,นาย,จิรันธนิน,ประพันธ์โรจน,16,รักษ์ผืนป่าประเทศไทย
6255,นนทบุรี,4,นาย,ไพรัตน์,หาญรักษ์,17,เพื่อนไทย
6256,นนทบุรี,4,นาย,สุรพล,แสงสุคนธ์,18,ประชาชนปฏิรูป
6257,นนทบุรี,4,นาย,ศภัคชคง,สมบูรณ์สุข,19,พลเมืองไทย
6258,นนทบุรี,4,นาย,วีระศักด์ิ,บุญส่ง,20,ประชานิยม
6259,นนทบุรี,5,พ.ต.อ.,อาณัตชัย,ทรงสอาด,17,เพื่อแผ่นดิน
6260,นนทบุรี,5,นาย,วีรพล,วาณิชย์ธนเศรษฐ,18,พลังปวงชนไทย
6261,นนทบุรี,5,นาง,อนัญญา,เผือกพิพัฒน์,19,พลังประชาธิปไตย
6262,นนทบุรี,5,นางสาว,บุณณดา,ภูมิศรี,20,พลังชาติไทย
6263,นนทบุรี,6,นาย,กฤตติพัฒน์,เชาวลิต,19,เพื่อแผ่นดิน
6264,นนทบุรี,6,นาย,กฤษฏ์หิรัญ,พิชญาภัคปุณณาสา,20,ภราดรภาพ
6265,นนทบุรี,6,นาย,อะห์มัด,การพงศรี,21,เพื่อนไทย
6266,นนทบุรี,6,พ.อ.,สมภูมิ,พิบูลย์สวัสด์ิ,22,พลังชาติไทย
6267,นนทบุรี,6,นาย,มลฑล,ป้ันเขียว,23,พลังท้องถ่ินไท
6268,นนทบุรี,6,นางสาว,ปัณฑ์ณัฐ,สิทธิศักด์ิ,24,พลังประชาธิปไตย
6269,นราธิวาส,1,นาย,รอซือดี,ลาเต๊ะ,20,พลังไทยรักชาติ
6270,นราธิวาส,1,นาย,มาหะมะ,หะยีมามะ,21,ชาติพัฒนา
6271,นราธิวาส,1,นาย,อัซมาน,มามะ,22,เสรีรวมไทย
6272,นราธิวาส,2,นาง,มาเรียม,ศรีตุลาการ,21,พลังไทยรักชาติ
6273,นราธิวาส,2,นาย,ฮัมดัม,เจะโวะ,22,ทางเลือกใหม่
6274,นราธิวาส,2,นาย,ภูวเดช,เจ๊ฮูเซ็ง,23,ภราดรภาพ
6275,นราธิวาส,3,นาง,มาลีดา,มะทา,18,ทางเลือกใหม่
6276,นราธิวาส,3,นาย,หารง,ยามา,19,ภราดรภาพ
6277,นราธิวาส,4,นาย,หะมุ,ลาซิ,17,ทางเลือกใหม่
6278,นราธิวาส,4,นาย,อัมรัน,เจ๊ะเลาะ,18,ภราดรภาพ
6279,น่าน,3,นาย,ชณภูศักด์ิ,จักรแก้ว,16,รักษ์ผืนป่าประเทศไทย
6280,บึงกาฬ,1,นาย,สมพงษ์,อุตรธรณ์,15,ประชานิยม
6281,บึงกาฬ,1,นาย,ยุทธพงษ์,แสงศรี,16,ชาติไทยพัฒนา
6282,บึงกาฬ,1,นาย,กิตติกรณ์,ศรีสงคราม,17,ประชาธิปไตยใหม่
6283,บึงกาฬ,1,นาย,บุญเหลือ,ราชภักดี,18,พลังไทยรักไทย
6284,บึงกาฬ,1,นาย,ชาดี,ผ่านชมภู,19,พลังธรรมใหม่
6285,บึงกาฬ,1,นาย,บุญมี,กุลวงษ์,20,ไทยศรีวิไลย์
6286,บึงกาฬ,2,นาย,หนูทอง,มาตรพระคลัง,14,ประชานิยม
6287,บึงกาฬ,2,นาย,ณรงค์,อินโพธิษา,15,เศรษฐกิจใหม่
6288,บึงกาฬ,2,นาย,มุนิตย์,แสนวัง,16,ประชาธิปไตยใหม่
6289,บึงกาฬ,2,นาง,สายปวีณ์,เทียนเถื่อน,17,ไทยศรีวิไลย์
6290,บุรีรัมย์,1,นาย,วัน,วาสรส,19,เศรษฐกิจใหม่
6291,บุรีรัมย์,2,นางสาว,อิสรีย์,อภิสิริรุจิภาส,16,อนาคตใหม่
6292,บุรีรัมย์,2,พันเอก,พิชัย,สุริยะสุขประเสริฐ,17,ประชาธรรมไทย
6293,บุรีรัมย์,2,นาย,ศุภชัย,เถกิงผล,18,พลังไทยรักไทย
6294,บุรีรัมย์,4,นาง,ศิริยาณี,ปักเสติ,18,เศรษฐกิจใหม่
6295,บุรีรัมย์,6,นาย,ประเวศ,พวงวัฒนธาดา,21,อนาคตใหม่
6296,บุรีรัมย์,7,พันโท,ณรงค์,ชัยเชิดชู,16,กรีน
6297,บุรีรัมย์,8,นาย,นรวัฒน์,โรจน์รวีชัย,17,อนาคตใหม่
6298,บุรีรัมย์,8,นาย,บุญหอม,สุขงาม,18,ประชาไทย
6299,บุรีรัมย์,8,นาย,ลุน,เมืองจันทร์,19,เศรษฐกิจใหม่
6300,ปทุมธานี,1,นางสาว,พิชาภพ,เสียงทอง,16,พลเมืองไทย
6301,ปทุมธานี,1,นาย,นิธิพล,ศรีรมย์ร่ืน,17,เศรษฐกิจใหม่
6302,ปทุมธานี,2,นาย,ศิลป์ชัย,สุวรรณพันธ์,19,เศรษฐกิจใหม่
6303,ปทุมธานี,2,นาย,สุทิน,บุญญบาล,20,พลเมืองไทย
6304,ปทุมธานี,2,นาย,จําเริญ,ป่ินภู่,21,ประชาธรรมไทย
6305,ปทุมธานี,3,นาย,ธัญญวัฒน์,พานทอง,12,พลังปวงชนไทย
6306,ปทุมธานี,3,พ.ต.ท.,เฉลิมชาติ,ม่วงเทศ,13,ประชาธรรมไทย
6307,ปทุมธานี,3,นาย,ประพันธ์,ห้องหลิม,14,พลังท้องถ่ินไท
6308,ปทุมธานี,3,นาย,ชมพู,โกติรัมย์,15,ประชาธิปไตยใหม่
6309,ปทุมธานี,4,นาวาอากาศตรี,พิชิต,รัตนเพชร,15,พลังปวงชนไทย
6310,ปทุมธานี,4,นาย,โรจนศักด์ิ,โล่ห์คุณสมบัติ,16,รักษ์ผืนป่าประเทศไทย
6311,ปทุมธานี,4,นางสาว,สุรีย์,ช่ืนสุขสันต์,17,เศรษฐกิจใหม่
6312,ปทุมธานี,4,น.ส.,อริสา,ทีฆนทัศน์,18,ประชาธรรมไทย
6313,ปทุมธานี,5,นาย,กนกโกมล,อ่อนลําเนา,17,เศรษฐกิจใหม่
6314,ปทุมธานี,5,นาย,ชนันธร,ยาดีวิชัย,18,ประชาธรรมไทย
6315,ปทุมธานี,6,นางสาว,สุกญัญา,ยุซิ,16,เศรษฐกิจใหม่
6316,ปทุมธานี,6,นาย,จักรพรรด์ิ,ทีฆนทัศน์,17,ประชาธรรมไทย
6317,ปทุมธานี,6,นางสาว,ราตรี,สุขสม,18,ประชานิยม
6318,ปทุมธานี,6,นาย,ไพโรจน์,ใจปลอด,19,ชาติไทยพัฒนา
6319,ประจวบคีรีขันธ์,1,นาย,วรากร,โตเอี่ยม,14,พลังไทยรักชาติ
6320,ประจวบคีรีขันธ์,2,นาย,เอกชัย,อาจหาญ,11,ภูมิใจไทย
6321,ประจวบคีรีขันธ์,2,นาย,สมบูรณ์,สุดแสง,12,เพื่อแผ่นดิน
6322,ประจวบคีรีขันธ์,2,นาย,จารุต,ไชยสุภัค,13,รักษ์ผืนป่าประเทศไทย
6323,ประจวบคีรีขันธ์,3,นาย,ฉัตรชัย,กัณหา,17,พลังไทยรักไทย
6324,ปราจีนบุรี,1,นาย,สมควร,แซ่อึ๊ง,17,ประชานิยม
6325,ปราจีนบุรี,2,นาง,หนึ่งฤทัย,ทองยศ,16,เพื่อแผ่นดิน
6326,ปราจีนบุรี,2,ดาบตํารวจ,ธนกร,แม่นปืน,17,เพื่อนไทย
6327,ปราจีนบุรี,2,นางสาว,ณัฐชา,แก้วมณี,18,ประชานิยม
6328,ปราจีนบุรี,2,นางสาว,นงนุช,โชติช่วง,19,ประชาธิปไตยใหม่
6329,ปราจีนบุรี,3,นางสาว,รพีพรรณ,อินทรวาทิน,16,ประชานิยม
6330,ปัตตานี,1,นาย,บดินทร์,มีแฮ,20,พลังไทยรักชาติ
6331,ปัตตานี,2,นาย,ดอฮิง,มูดอ,18,ถ่ินกาขาวชาววิไล
6332,ปัตตานี,3,นาย,อับดุลรามัน,มะยูโซะ,18,ชาติไทยพัฒนา
6333,ปัตตานี,3,นาย,อับดุลฮากัม,หะยีเจะหลง,19,ประชาธรรมไทย
6334,ปัตตานี,3,นาย,แวปา,แวตาเยะ,20,ประชานิยม
6335,ปัตตานี,3,นาง,ฮัมเสียะ,ปูเงิน,21,ถ่ินกาขาวชาววิไล
6336,ปัตตานี,4,นาย,อิทธิพล,นาวินพัฒนรัตน์,19,ชาติไทยพัฒนา
6337,ปัตตานี,4,นาย,ประสาน,ยูแมน,20,เพื่อแผ่นดิน
6338,ปัตตานี,4,นาย,มูดอ,แก่,21,ถ่ินกาขาวชาววิไล
6339,พระนครศรีอยุธยา,1,นางสาว,วิไล,ฟักเฟื่องสิงห์,13,ชาติพัฒนา
6340,พระนครศรีอยุธยา,1,นาง,ละอองดาว,เวชชสัสถ์,14,ประชาชนปฏิรูป
6341,พระนครศรีอยุธยา,1,นาย,ไพรัชช์,ลาภอารมณ์,15,ไทยศรีวิไลย์
6342,พระนครศรีอยุธยา,1,พันเอก,อํานาจ,นิธิลาภ,16,ภราดรภาพ
6343,พระนครศรีอยุธยา,1,นาง,จรินทร์,บุญช่วย,17,รักษ์ผืนป่าประเทศไทย
6344,พระนครศรีอยุธยา,2,นางสาว,ทองสุก,สารีสุข,17,ประชาชนปฏิรูป
6345,พระนครศรีอยุธยา,2,นาย,สุรชาติ,ม่วงสวย,18,ภราดรภาพ
6346,พระนครศรีอยุธยา,2,นาย,อมรเทพ,สงวนพรรค,19,พลังประชาธิปไตย
6347,พระนครศรีอยุธยา,2,นาย,เสน่ห์,จันทร์สุภา,20,พลเมืองไทย
6348,พระนครศรีอยุธยา,3,นางสาว,ฐิตาภา,เขียวน้อย,16,ประชาชนปฏิรูป
6349,พระนครศรีอยุธยา,3,นาย,ถาวร,จับฟั่น,17,ประชาธิปไตยใหม่
6350,พระนครศรีอยุธยา,3,นาย,อดิศร,สังข์จันทร์,18,ไทยศรีวิไลย์
6351,พระนครศรีอยุธยา,4,นาย,สุชิน,จูงใจ,16,เพื่อชาติ
6352,พระนครศรีอยุธยา,4,นางสาว,รัสรินทร์,ชินจัตุพรพงศ์,17,ประชาชนปฏิรูป
6353,พระนครศรีอยุธยา,4,นาย,ประดิษฐ์,เชาวกุล,18,รักษ์ผืนป่าประเทศไทย
6354,พะเยา,1,นาย,ธรรมนัส,พรหมเผ่า,15,พลังประชารัฐ
6355,พะเยา,1,นาย,ธวัชชัย,รัตนพัทธยากร,16,ภราดรภาพ
6356,พะเยา,1,นาย,ปรัชญา,สะท้านพายัพ,17,พลังชาติไทย
6357,พะเยา,2,นาย,ธวัช,สุทธวงค์,16,พลังประชารัฐ
6358,พะเยา,2,นาย,ชูชาติ,ธนะขจิตคูดี,17,พลังชาติไทย
6359,พะเยา,3,นาย,จีรเดช,ศรีวิราช,15,พลังประชารัฐ
6360,พะเยา,3,นาย,ธนกร,ธนะสังข์,16,พลังชาติไทย
6361,พังงา,1,นาง,นวลละมัย,ขวัญเพ็ชร์,16,พลังปวงชนไทย
6362,พังงา,1,นาย,ทรงสวรรค์,บัวแก้ว,17,พลังไทยรักไทย
6363,พังงา,1,นาย,วินัย,จันทริก,18,กรีน
6364,พังงา,1,นาย,กรวิภาส,หมายแร่,19,รวมพลังประชาชาติไทย
6365,พังงา,1,นาย,จิรพงศ์,มาศทอง,20,อนาคตใหม่
6366,พังงา,1,ร.ต.ต.,ชัยณรงค์,คงใหม่,21,พลังชาติไทย
6367,พัทลุง,1,นาย,ปาพจน์,สุขาทร,19,ประชาชนปฏิรูป
6368,พัทลุง,1,นาย,ตันติกร,หนูแป้น,20,ประชาไทย
6369,พัทลุง,2,นาย,วีระศักด์ิ,ฉิมฉํ่า,18,ประชาภิวัฒน์
6370,พัทลุง,2,นาย,ประสิทธ์ิ,วงศาสวัสด์ิ,19,ประชาชนปฏิรูป
6371,พัทลุง,2,นาย,ประสพ,คงมาก,20,ประชานิยม
6372,พัทลุง,2,นาย,เจน,สงแช้ม,21,ประชาไทย
6373,พัทลุง,2,นาย,กรรณฑพล,ด้วงทอง,22,พลังปวงชนไทย
6374,พัทลุง,3,นางสาว,แก้วใจ,ขุนเด่ือ,21,ประชาชนปฏิรูป
6375,พัทลุง,3,นาย,อรัญ,ดําแม็ง,22,เศรษฐกิจใหม่
6376,พัทลุง,3,ร้อยตํารวจโท,เส็น,เหมือนกู้,23,ประชาไทย
6377,พัทลุง,3,นาย,ณรงค์,ศิริมุสิกะ,24,พลังแรงงานไทย
6378,พิจิตร,1,นางสาว,อุสา,บุตรเพ็ชร,17,เศรษฐกิจใหม่
6379,พิจิตร,1,นาย,คะแนน,เนตรอิ่ม,18,เพื่อนไทย
6380,พิจิตร,2,นาย,สงัด,แตงเหล็ก,19,ไทยศรีวิไลย์
6381,พิจิตร,2,นาย,วัฒนะ,เฉ่ือยฉํ่า,20,เศรษฐกิจใหม่
6382,พิจิตร,2,นาย,สมพิศ,ป้อมฤทธ์ิ,21,ภราดรภาพ
6383,พิจิตร,2,นาย,จักรภฤต,บรรเจิดกิจ,22,ประชาภิวัฒน์
6384,พิจิตร,3,นางสาว,วรวลัญช์,น้อยดี,16,เศรษฐกิจใหม่
6385,พิจิตร,3,นาย,วัลลภ,พึ่งไชย,17,ประชาภิวัฒน์
6386,พิจิตร,3,นาย,ชาตรี,กล่ินหอม,18,ไทยศรีวิไลย์
6387,พิจิตร,3,นาย,สุรชัย,ต้ังสุวรรณเจริญ,19,เพื่อนไทย
6388,พิจิตร,3,นาย,ชัชวัสส์,แก้วชัยสิทธ์ิ,20,ภราดรภาพ
6389,พิษณุโลก,1,นาย,ณัฐดนัย,สามภักดี,18,พลังครูไทย
6390,พิษณุโลก,1,นาย,วรากร,ยศไกร,19,ไทยศรีวิไลย์
6391,พิษณุโลก,1,พลอากาศตรี,ฉลอง,จันทะโก,20,เศรษฐกิจใหม่
6392,พิษณุโลก,1,นาย,สุทธิศาล,จันทรศร,21,เพื่อแผ่นดิน
6393,พิษณุโลก,1,นางสาว,พัชรี,เอี่ยมอ่อน,22,ชาติไทยพัฒนา
6394,พิษณุโลก,1,นางสาว,นิรัญ,ดอนสุวรรณ,23,ประชาชนปฏิรูป
6395,พิษณุโลก,2,นาย,สมาน,อินเปล่ง,19,ไทยศรีวิไลย์
6396,พิษณุโลก,2,นางสาว,ธีรณัฐภาดา,จันทะคุณ,20,พลังชาติไทย
6397,พิษณุโลก,2,นาย,นัทธี,จันทร์ประเสริฐ,21,ภราดรภาพ
6398,พิษณุโลก,2,น.อ.,คนองเดช,พงษ์ประเสริฐ,22,เศรษฐกิจใหม่
6399,พิษณุโลก,2,นาย,นิกร,แก้วเกตุสี,23,กรีน
6400,พิษณุโลก,3,นาย,สังวาลย์,ศรีนวล,18,ภูมิใจไทย
6401,พิษณุโลก,3,นาย,ยุทธนา,แพนคร,19,ไทยศรีวิไลย์
6402,พิษณุโลก,3,ร้อยโท,สุทิน,พันธ์ุเทศ,20,พลังชาติไทย
6403,พิษณุโลก,3,นาย,ณัฐพงษ์,แก้วนวล,21,กรีน
6404,พิษณุโลก,4,จ่าโท,วิสุทธ์ิ,ฉายพันธ์,17,เศรษฐกิจใหม่
6405,พิษณุโลก,4,นาย,สายธง,สิงห์สถิต,18,กรีน
6406,พิษณุโลก,4,นาย,เฉลิม,บุญภิบาล,19,เพื่อแผ่นดิน
6407,พิษณุโลก,4,นาย,ภาณุพงศ์,สนองตระกูล,20,เพื่อชาติ
6408,พิษณุโลก,5,นาย,ทรงกลด,สารีบุตร,20,พลังครูไทย
6409,พิษณุโลก,5,นาย,วิวัฒน์,ดีอินทร์,21,เศรษฐกิจใหม่
6410,พิษณุโลก,5,นาย,ชาย,แซ่โล่,22,ครูไทยเพื่อประชาชน
6411,พิษณุโลก,5,นาง,คุณัญญา,เช้ือบุญมี,23,กรีน
6412,พิษณุโลก,5,นางสาว,กนกวรรณ,ศรีภิรมย์,24,ชาติไทยพัฒนา
6413,พิษณุโลก,5,นาย,กิตติศักด์ิ,เสือสะอาด,25,ประชาชนปฏิรูป
6414,เพชรบุรี,1,จ่าสิบโท,สมเภศ,คงสบาย,16,ประชาภิวัฒน์
6415,เพชรบุรี,1,นาย,ฐาปกรณ์,รอดสวัสด์ิ,17,พลังไทยรักชาติ
6416,เพชรบุรี,2,นาย,ชัยโชค,บุศราทิจ,17,ประชาภิวัฒน์
6417,เพชรบุรี,2,นาง,ธนัชพร,ศรีฟ้า,18,พลังไทยรักชาติ
6418,เพชรบุรี,2,นาย,วันชนะ,เกิดดีชะเอมน้อย,19,ไทยรักษาชาติ
6419,เพชรบุรี,3,นาง,ศุลีพร,บุศราทิจ,16,ประชาภิวัฒน์
6420,เพชรบุรี,3,นาย,สนั่น,คมขํา,17,พลังไทยรักชาติ
6421,เพชรบูรณ์,1,นาย,มงคล,นิลประสิทธ์ิ,19,เพื่อนไทย
6422,เพชรบูรณ์,2,นาย,มะนัตร,พรมเจียม,14,เพื่อแผ่นดิน
6423,เพชรบูรณ์,2,นาย,ธวัช,ชุมหิน,15,ฐานรากไทย
6424,เพชรบูรณ์,3,นางสาว,จิรญา,จันจร,17,ชาติพัฒนา
6425,เพชรบูรณ์,4,นาย,นิพนธ์,อิ่มคง,20,เพื่อนไทย
6426,แพร่,1,นางสาว,อรนรินทร์,รัตนพันธ์ุจักร์,12,ประชาธิปไตยใหม่
6427,แพร่,1,นาย,นพคุณ,ทองถ่ิน,13,รวมพลังประชาชาติไทย
6428,แพร่,2,นางสาว,กมลชนก,ชุ่มเชย,13,รวมพลังประชาชาติไทย
6429,ภูเก็ต,1,นางสาว,กรณรัช,คณานุรักษ์,18,ประชาชนปฏิรูป
6430,ภูเก็ต,2,นาย,ภคิน,จันทิรา,16,เสรีรวมไทย
6431,มหาสารคาม,2,ดาบตํารวจ,อุดม,ศิริจริยวัตร,19,ประชาธรรมไทย
6432,มหาสารคาม,3,นาย,คํามั่น,ปินะถา,21,ประชาธรรมไทย
6433,มหาสารคาม,3,นางสาว,วาสนา,คงดี,22,เพื่อชาติ
6434,มหาสารคาม,4,นาย,สุพล,วัฒนกิติกุล,20,ประชาธรรมไทย
